#{"t_start": 1608095768.822646, "env_id": null}
r,l,t
0,1,15.216603
0,1,15.223027
0,1,15.229642
0,1,15.264047
0,1,15.271174
0,1,15.277381
0,1,15.283409
0,1,15.289407
0,1,15.325573
0,1,15.331677
0,1,15.338023
0,1,15.344709
0,1,15.350263
0,1,15.387193
0,1,15.393756
0,1,15.399581
0,1,15.406224
0,1,15.413386
0,1,15.448972
0,1,15.45537
0,1,15.461936
0,1,15.467526
0,1,15.474394
0,1,15.511268
0,1,15.51751
0,1,15.523839
0,1,15.53009
0,1,15.536419
0,1,15.572593
0,1,15.578983
0,1,15.584972
0,1,15.591627
0,1,15.597271
0,1,15.634472
0,1,15.641163
0,1,15.647492
0,1,15.653402
0,1,15.659246
0,1,15.695465
0,1,15.701787
0,1,15.708782
0,1,15.715119
0,1,15.721737
0,1,15.758997
0,1,15.765501
0,1,15.772333
0,1,15.778553
0,1,15.784969
0,1,15.822097
0,1,15.829087
0,1,15.836042
0,1,15.842652
0,1,15.848798
0,1,15.884908
0,1,15.890622
0,1,15.896112
0,1,15.902026
0,1,15.909431
0,1,15.945182
0,1,15.952165
0,1,15.957871
0,1,15.964093
0,1,15.971073
0,1,16.007809
0,1,16.014059
0,1,16.020597
0,1,16.02614
0,1,16.032217
0,1,16.073699
0,1,16.080266
0,1,16.086585
0,1,16.093082
0,1,16.099256
0,1,16.135613
0,1,16.142437
0,1,16.147989
0,1,16.154277
0,1,16.160415
0,1,16.195539
0,1,16.201936
0,1,16.208181
0,1,16.213785
0,1,16.220242
0,1,16.255826
0,1,16.262515
0,1,16.26923
0,1,16.27562
0,1,16.282218
0,1,16.318637
0,1,16.325526
0,1,16.332389
0,1,16.339526
0,1,16.345676
0,1,16.382434
0,1,16.389473
0,1,16.395984
0,1,16.402744
0,1,16.409077
0,1,16.445649
0,1,16.452729
0,1,16.459607
0,1,16.466058
0,1,16.472402
0,1,16.509854
0,1,16.51643
0,1,16.523018
0,1,16.529727
0,1,16.536625
0,1,16.574092
0,1,16.580027
0,1,16.58682
0,1,16.593192
0,1,16.599254
0,1,16.635461
0,1,16.641811
0,1,16.648154
0,1,16.654729
0,1,16.661983
0,1,16.702804
0,1,16.711677
0,1,16.719742
0,1,16.727734
0,1,16.734544
0,1,16.773364
0,1,16.780461
0,1,16.78596
0,1,16.791208
0,1,16.797307
0,1,16.834439
0,1,16.840189
0,1,16.846717
0,1,16.853411
0,1,16.859749
0,1,16.897933
0,1,16.904698
0,1,16.910502
0,1,16.917031
0,1,16.924007
0,1,16.959656
0,1,16.965952
0,1,16.972702
0,1,16.97909
0,1,16.986435
0,1,17.021603
0,1,17.028387
0,1,17.034406
0,1,17.041522
0,1,17.047409
0,1,17.085883
0,1,17.092522
0,1,17.098319
0,1,17.105442
0,1,17.110911
0,1,17.147103
0,1,17.153931
0,1,17.162395
0,1,17.168953
0,1,17.175759
0,1,17.213828
0,1,17.222567
0,1,17.229732
0,1,17.23651
0,1,17.243573
0,1,17.286995
0,1,17.295073
0,1,17.301757
0,1,17.309099
0,1,17.3166
0,1,17.369189
0,1,17.377972
0,1,17.386788
0,1,17.39511
0,1,17.403192
0,1,17.450111
0,1,17.458776
0,1,17.468864
0,1,17.481039
0,1,17.490294
0,1,17.533976
0,1,17.540377
0,1,17.546921
0,1,17.55401
0,1,17.560573
